region	chr	midPos	Nsites
(1015,2277)(108988,111040)(100000,150000)	JASDQU010101440.1	125000	1264	0.436563
(2278,2761)(476496,477091)(450000,500000)	JASDQU010101440.1	475000	485	0.740701
(2762,2800)(509078,509146)(500000,550000)	JASDQU010101440.1	525000	40	0.060761
(2801,3740)(560626,561572)(550000,600000)	JASDQU010101440.1	575000	941	0.464608
(3741,4458)(604008,649999)(600000,650000)	JASDQU010101440.1	625000	719	0.156809
(68,3893)(462705,469825)(450000,500000)	JASDQU010101446.1	475000	3827	0.320746
(207,231)(319742,319804)(300000,350000)	JASDQU010101447.1	325000	26	0.089258
(39,894)(140993,149999)(100000,150000)	JASDQU010101448.1	125000	857	0.840018
(895,1844)(150000,196309)(150000,200000)	JASDQU010101448.1	175000	951	0.614448
(1845,1997)(207139,207367)(200000,250000)	JASDQU010101448.1	225000	154	0.666593
(1998,2034)(499799,499839)(450000,500000)	JASDQU010101448.1	475000	38	-0.015790
(2035,4817)(557342,594529)(550000,600000)	JASDQU010101448.1	575000	2784	0.219442
(4818,6795)(619202,629505)(600000,650000)	JASDQU010101448.1	625000	1979	0.130805
(905,973)(353130,353210)(350000,400000)	JASDQU010101449.1	375000	70	0.090926
(354,2416)(51616,85004)(50000,100000)	JASDQU010101452.1	75000	2064	0.216180
(139,232)(101507,101758)(100000,150000)	JASDQU010101458.1	125000	95	0.019202
(233,2251)(205752,225467)(200000,250000)	JASDQU010101458.1	225000	2020	0.267666
(200,422)(65263,65678)(50000,100000)	JASDQU010101465.1	75000	224	0.013200
(34,102)(106292,106586)(100000,150000)	JASDQU010101471.1	125000	70	0.179134
(454,1150)(107605,119625)(100000,150000)	JASDQU010101476.1	125000	698	0.050353
(1151,1177)(172557,172634)(150000,200000)	JASDQU010101476.1	175000	28	0.050911
(1178,1269)(363299,365895)(350000,400000)	JASDQU010101476.1	375000	93	0.033443
(98,425)(298860,299213)(250000,300000)	JASDQU010101481.1	275000	329	0.063248
(426,461)(308362,308426)(300000,350000)	JASDQU010101481.1	325000	37	0.190336
(462,5970)(415619,445983)(400000,450000)	JASDQU010101481.1	425000	5510	0.268043
(201,4989)(89012,94226)(50000,100000)	JASDQU010101496.1	75000	4790	0.710044
(769,769)(779944,779944)(750000,800000)	JASDQU010101499.1	775000	2	0.037539
(399,1745)(292548,293962)(250000,300000)	JASDQU010101506.1	275000	1348	0.201879
(1746,1876)(392836,392974)(350000,400000)	JASDQU010101506.1	375000	132	0.015691
(1877,2187)(469832,485098)(450000,500000)	JASDQU010101506.1	475000	312	0.027921
(2188,2829)(595459,596125)(550000,600000)	JASDQU010101506.1	575000	643	0.890270
(2830,5727)(618204,624520)(600000,650000)	JASDQU010101506.1	625000	2899	0.817481
(5728,5903)(680646,680821)(650000,700000)	JASDQU010101506.1	675000	177	0.020377
(5904,6084)(861097,861282)(850000,900000)	JASDQU010101506.1	875000	182	0.049211
(896,1298)(123117,125380)(100000,150000)	JASDQU010101511.1	125000	404	0.089223
(7,632)(147841,149135)(100000,150000)	JASDQU010101514.1	125000	627	0.164840
(633,900)(155423,155743)(150000,200000)	JASDQU010101514.1	175000	269	0.486980
(568,5492)(224869,230062)(200000,250000)	JASDQU010101522.1	225000	4926	0.381288
(5493,5732)(513100,542648)(500000,550000)	JASDQU010101522.1	525000	241	0.087158
(360,385)(153969,153995)(150000,200000)	JASDQU010101524.1	175000	27	0.047997
(386,481)(248379,248480)(200000,250000)	JASDQU010101524.1	225000	97	0.121830
(482,589)(331321,331435)(300000,350000)	JASDQU010101524.1	325000	109	0.052466
(1063,1078)(195142,195157)(150000,200000)	JASDQU010101526.1	175000	17	0.060740
(1079,1267)(437622,437811)(400000,450000)	JASDQU010101526.1	425000	190	0.043645
(1268,1658)(561395,562048)(550000,600000)	JASDQU010101526.1	575000	392	0.009680
(217,2425)(64749,68399)(50000,100000)	JASDQU010101529.1	75000	2210	0.470891
(29,741)(87646,92962)(50000,100000)	JASDQU010101530.1	75000	714	0.133999
(561,1038)(205579,206057)(200000,250000)	JASDQU010101534.1	225000	479	0.016746
(242,248)(153047,153056)(150000,200000)	JASDQU010101535.1	175000	8	0.051362
(249,351)(299773,299875)(250000,300000)	JASDQU010101535.1	275000	104	0.062842
(352,740)(372928,373505)(350000,400000)	JASDQU010101535.1	375000	390	0.044778
(52,190)(50000,50138)(50000,100000)	JASDQU010101538.1	75000	140	0.041496
(767,1096)(196550,196911)(150000,200000)	JASDQU010101557.1	175000	331	0.147705
(1097,1850)(238900,239675)(200000,250000)	JASDQU010101557.1	225000	755	0.207577
(1851,2130)(376713,376998)(350000,400000)	JASDQU010101557.1	375000	281	0.062059
(2131,2251)(410967,411095)(400000,450000)	JASDQU010101557.1	425000	122	0.594741
(2252,2939)(453192,453891)(450000,500000)	JASDQU010101557.1	475000	689	0.234367
(2940,3021)(678232,678313)(650000,700000)	JASDQU010101557.1	675000	83	0.097874
(29,819)(352646,353453)(350000,400000)	JASDQU010101564.1	375000	792	0.546818
(820,1306)(543992,544481)(500000,550000)	JASDQU010101564.1	525000	488	0.479159
(1307,4201)(642873,646103)(600000,650000)	JASDQU010101564.1	625000	2896	0.450224
(439,1190)(455388,456149)(450000,500000)	JASDQU010101565.1	475000	753	0.328957
(1191,1449)(624259,630116)(600000,650000)	JASDQU010101565.1	625000	260	0.565298
(1450,1907)(664274,664750)(650000,700000)	JASDQU010101565.1	675000	459	-0.002472
(313,1825)(169439,171187)(150000,200000)	JASDQU010101570.1	175000	1514	0.753868
(1826,3216)(519001,520399)(500000,550000)	JASDQU010101570.1	525000	1392	0.034964
(3217,3397)(649023,649338)(600000,650000)	JASDQU010101570.1	625000	182	0.213890
(3398,3961)(667247,667850)(650000,700000)	JASDQU010101570.1	675000	565	0.027750
(103,449)(95258,96766)(50000,100000)	JASDQU010101582.1	75000	348	0.154714
(169,571)(219229,219631)(200000,250000)	JASDQU010101586.1	225000	404	0.151368
(572,1692)(276292,286075)(250000,300000)	JASDQU010101586.1	275000	1122	0.261767
(1693,2260)(357129,357735)(350000,400000)	JASDQU010101586.1	375000	569	0.192530
(86,423)(302374,314730)(300000,350000)	JASDQU010101589.1	325000	339	0.068358
(162,246)(367930,368038)(350000,400000)	JASDQU010101594.1	375000	86	0.037121
(1730,2055)(311058,311494)(300000,350000)	JASDQU010101616.1	325000	327	0.033202
(487,631)(125226,125371)(100000,150000)	JASDQU010101622.1	125000	146	0.023283
(613,654)(254413,254483)(250000,300000)	JASDQU010101623.1	275000	43	0.037799
(368,602)(281197,281588)(250000,300000)	JASDQU010101625.1	275000	236	0.064803
(4569,5070)(331553,332066)(300000,350000)	JASDQU010101631.1	325000	503	0.078845
(44,227)(171620,171868)(150000,200000)	JASDQU010101641.1	175000	185	0.152116
(228,1861)(204849,210059)(200000,250000)	JASDQU010101641.1	225000	1635	0.490874
(1862,3513)(502593,504715)(500000,550000)	JASDQU010101641.1	525000	1653	0.446763
(279,848)(62357,62939)(50000,100000)	JASDQU010101643.1	75000	571	0.342511
(2203,2649)(153670,154136)(150000,200000)	JASDQU010101653.1	175000	448	0.098956
(640,1140)(263781,283840)(250000,300000)	JASDQU010101659.1	275000	502	0.014866
(1141,1392)(360299,368455)(350000,400000)	JASDQU010101659.1	375000	253	0.032240
(1393,1434)(433636,433680)(400000,450000)	JASDQU010101659.1	425000	43	0.091162
(1435,1842)(476563,476989)(450000,500000)	JASDQU010101659.1	475000	409	0.099481
(1843,2194)(520129,520496)(500000,550000)	JASDQU010101659.1	525000	353	0.104167
(152,790)(403689,439994)(400000,450000)	JASDQU010101667.1	425000	640	0.018135
(791,986)(556906,590276)(550000,600000)	JASDQU010101667.1	575000	197	0.047288
(987,1455)(609000,617666)(600000,650000)	JASDQU010101667.1	625000	470	0.036365
(1456,2779)(901347,904271)(900000,950000)	JASDQU010101667.1	925000	1325	0.014280
(2780,3293)(979458,980009)(950000,1000000)	JASDQU010101667.1	975000	515	0.041531
(1305,1676)(411858,412441)(400000,450000)	JASDQU010101677.1	425000	373	0.061514
(75,879)(537646,538473)(500000,550000)	JASDQU010101678.1	525000	806	0.009118
(1002,1197)(194076,194278)(150000,200000)	JASDQU010101687.1	175000	197	0.259072
(3,132)(392836,392967)(350000,400000)	JASDQU010101688.1	375000	131	0.022310
(133,2681)(418467,448533)(400000,450000)	JASDQU010101688.1	425000	2550	0.587187
(2682,2901)(477727,478100)(450000,500000)	JASDQU010101688.1	475000	221	0.029431
(2902,3361)(623217,623916)(600000,650000)	JASDQU010101688.1	625000	461	0.007001
(17,508)(290017,292496)(250000,300000)	JASDQU010101691.1	275000	493	0.037987
(536,931)(369759,370154)(350000,400000)	JASDQU010101698.1	375000	397	0.041364
(19,19)(297895,297895)(250000,300000)	JASDQU010101700.1	275000	2	0.046990
(157,2493)(264780,294425)(250000,300000)	JASDQU010101717.1	275000	2338	0.067585
(2494,7861)(356347,362585)(350000,400000)	JASDQU010101717.1	375000	5369	0.851431
(7862,7960)(460546,460645)(450000,500000)	JASDQU010101717.1	475000	100	0.946770
(7961,8402)(590651,591143)(550000,600000)	JASDQU010101717.1	575000	443	0.038895
(8403,9028)(638343,639103)(600000,650000)	JASDQU010101717.1	625000	627	0.042030
(754,772)(86087,86150)(50000,100000)	JASDQU010101718.1	75000	20	0.052758
(773,1507)(450039,460058)(450000,500000)	JASDQU010101718.1	475000	736	0.375682
(1508,1734)(549771,549999)(500000,550000)	JASDQU010101718.1	525000	228	0.771893
(186,320)(326137,326271)(300000,350000)	JASDQU010101719.1	325000	136	0.058807
(321,1094)(439574,449976)(400000,450000)	JASDQU010101719.1	425000	775	0.618514
(186,315)(94323,94452)(50000,100000)	JASDQU010101720.1	75000	131	0.042981
(208,627)(126588,127008)(100000,150000)	JASDQU010101721.1	125000	421	0.106109
(112,632)(86139,86695)(50000,100000)	JASDQU010101722.1	75000	522	0.449007
(2425,6893)(272242,299208)(250000,300000)	JASDQU010101725.1	275000	4470	0.493783
(418,2196)(245479,248272)(200000,250000)	JASDQU010101727.1	225000	1780	0.080496
(2197,2986)(262142,278656)(250000,300000)	JASDQU010101727.1	275000	791	0.085695
(150,623)(590715,591189)(550000,600000)	JASDQU010101734.1	575000	475	0.747783
(2580,4392)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1814	0.109605
(778,2155)(91616,93258)(50000,100000)	JASDQU010101752.1	75000	1379	0.600617
(2156,3218)(270430,274524)(250000,300000)	JASDQU010101752.1	275000	1064	0.365183
(3219,3591)(349050,349999)(300000,350000)	JASDQU010101752.1	325000	374	0.028043
(99,138)(135230,135270)(100000,150000)	JASDQU010101753.1	125000	41	0.016906
(1682,2566)(366071,367511)(350000,400000)	JASDQU010101758.1	375000	886	0.085080
(2567,2770)(692188,692456)(650000,700000)	JASDQU010101758.1	675000	205	0.035080
(47,244)(237853,238052)(200000,250000)	JASDQU010101760.1	225000	199	0.790056
(245,499)(272952,273513)(250000,300000)	JASDQU010101760.1	275000	256	0.361904
(500,737)(344898,345276)(300000,350000)	JASDQU010101760.1	325000	239	0.158411
(138,1892)(668430,679563)(650000,700000)	JASDQU010101761.1	675000	1756	0.378899
(1893,3586)(816136,843382)(800000,850000)	JASDQU010101761.1	825000	1695	0.070154
(11,307)(404058,404496)(400000,450000)	JASDQU010101762.1	425000	298	0.025176
(308,2469)(494886,499099)(450000,500000)	JASDQU010101762.1	475000	2163	0.733700
(2470,2631)(564979,591082)(550000,600000)	JASDQU010101762.1	575000	163	0.120533
(25,341)(164386,164766)(150000,200000)	JASDQU010101763.1	175000	318	0.370315
(342,979)(413418,414140)(400000,450000)	JASDQU010101763.1	425000	639	0.071661
(468,956)(164452,164960)(150000,200000)	JASDQU010101768.1	175000	490	0.282932
(384,987)(396622,397607)(350000,400000)	JASDQU010101772.1	375000	605	0.414412
(42,1171)(113830,116891)(100000,150000)	JASDQU010101773.1	125000	1131	0.375702
(1172,1255)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.206197
(2592,5184)(500181,507263)(500000,550000)	JASDQU010101783.1	525000	2594	0.665470
(500,1278)(645815,647085)(600000,650000)	JASDQU010101786.1	625000	780	0.132370
(476,1846)(72523,81344)(50000,100000)	JASDQU010101788.1	75000	1372	0.362340
(1847,2491)(190498,191355)(150000,200000)	JASDQU010101788.1	175000	646	0.813071
(2492,2673)(277531,277860)(250000,300000)	JASDQU010101788.1	275000	183	0.198913
(2674,3708)(340470,349459)(300000,350000)	JASDQU010101788.1	325000	1036	0.042060
(15,61)(71232,71292)(50000,100000)	JASDQU010101794.1	75000	48	0.058805
(62,380)(383870,384310)(350000,400000)	JASDQU010101794.1	375000	320	0.047851
(381,643)(502618,503012)(500000,550000)	JASDQU010101794.1	525000	264	0.053990
(644,1860)(550813,552070)(550000,600000)	JASDQU010101794.1	575000	1218	0.494463
(864,988)(191185,191312)(150000,200000)	JASDQU010101808.1	175000	126	0.083065
(989,1187)(382170,382465)(350000,400000)	JASDQU010101808.1	375000	200	0.027477
(1188,1188)(432378,432378)(400000,450000)	JASDQU010101808.1	425000	2	0.041783
(1189,1460)(452261,452606)(450000,500000)	JASDQU010101808.1	475000	273	0.827933
(1461,2369)(502054,503630)(500000,550000)	JASDQU010101808.1	525000	910	0.924947
(2370,2763)(699194,699889)(650000,700000)	JASDQU010101808.1	675000	395	0.040461
(2764,6948)(741887,749652)(700000,750000)	JASDQU010101808.1	725000	4186	0.417014
(118,751)(169443,170090)(150000,200000)	JASDQU010101821.1	175000	635	0.059081
(752,4010)(251417,297875)(250000,300000)	JASDQU010101821.1	275000	3260	0.143843
(4011,5312)(412950,442546)(400000,450000)	JASDQU010101821.1	425000	1303	0.086673
(786,1831)(845151,846301)(800000,850000)	JASDQU010101823.1	825000	1047	0.002744
(236,696)(405205,405961)(400000,450000)	JASDQU010101825.1	425000	462	0.013239
(7819,11469)(56772,62924)(50000,100000)	JASDQU010101829.1	75000	3652	0.211589
(11470,11793)(313748,316698)(300000,350000)	JASDQU010101829.1	325000	325	0.501586
(11794,12861)(357618,372544)(350000,400000)	JASDQU010101829.1	375000	1069	0.248917
(12862,13590)(537896,542002)(500000,550000)	JASDQU010101829.1	525000	730	0.289875
(13591,13615)(577339,577371)(550000,600000)	JASDQU010101829.1	575000	26	0.085695
(13616,14105)(626583,627073)(600000,650000)	JASDQU010101829.1	625000	491	0.061263
(14106,17004)(801872,843308)(800000,850000)	JASDQU010101829.1	825000	2900	0.195929
(403,1911)(302012,333664)(300000,350000)	JASDQU010101830.1	325000	1510	0.543894
(95,4165)(206835,215137)(200000,250000)	JASDQU010101834.1	225000	4072	0.181985
(4166,4335)(340639,340841)(300000,350000)	JASDQU010101834.1	325000	171	0.043508
(4336,4388)(426034,426338)(400000,450000)	JASDQU010101834.1	425000	54	0.022082
(4389,4401)(472458,472470)(450000,500000)	JASDQU010101834.1	475000	14	0.049904
(4402,4411)(782117,782129)(750000,800000)	JASDQU010101834.1	775000	11	0.011177
(1441,1953)(161456,161975)(150000,200000)	JASDQU010101839.1	175000	514	0.734577
(1954,2150)(279667,279986)(250000,300000)	JASDQU010101839.1	275000	198	0.042663
(2151,3341)(392641,393891)(350000,400000)	JASDQU010101839.1	375000	1192	0.252349
(39,66)(308596,308645)(300000,350000)	JASDQU010101840.1	325000	29	0.240219
(67,517)(519351,519807)(500000,550000)	JASDQU010101840.1	525000	452	0.084875
(893,998)(98689,98804)(50000,100000)	JASDQU010101848.1	75000	107	0.031326
(842,1320)(272310,299999)(250000,300000)	JASDQU010101862.1	275000	480	0.125273
(245,981)(477078,477821)(450000,500000)	JASDQU010101864.1	475000	738	0.159739
(270,376)(249893,249999)(200000,250000)	JASDQU010101865.1	225000	108	0.035505
(377,543)(250000,250169)(250000,300000)	JASDQU010101865.1	275000	168	0.046771
(97,930)(270385,271230)(250000,300000)	JASDQU010101867.1	275000	835	0.178587
(267,356)(227685,227793)(200000,250000)	JASDQU010101870.1	225000	91	0.090597
(13,17)(279849,279854)(250000,300000)	JASDQU010101872.1	275000	6	-0.030545
(2170,2175)(66027,66033)(50000,100000)	JASDQU010101876.1	75000	7	0.049271
(509,869)(82570,82937)(50000,100000)	JASDQU010101878.1	75000	362	0.014804
(7876,8631)(344136,344899)(300000,350000)	JASDQU010101879.1	325000	757	0.205206
(286,722)(195053,195621)(150000,200000)	JASDQU010101884.1	175000	438	-0.003388
(723,1074)(248352,248783)(200000,250000)	JASDQU010101884.1	225000	353	0.197782
(1075,1706)(281566,282258)(250000,300000)	JASDQU010101884.1	275000	633	0.012770
(237,288)(219101,219163)(200000,250000)	JASDQU010101888.1	225000	53	0.078479
(964,1789)(316073,332271)(300000,350000)	JASDQU010101893.1	325000	827	0.075527
(105,403)(246555,246910)(200000,250000)	JASDQU010101904.1	225000	300	0.730112
(404,545)(306945,307097)(300000,350000)	JASDQU010101904.1	325000	143	0.052565
(546,2445)(356056,359990)(350000,400000)	JASDQU010101904.1	375000	1901	0.211327
(2446,3918)(637323,639092)(600000,650000)	JASDQU010101904.1	625000	1474	0.458662
(1384,1397)(217895,217908)(200000,250000)	JASDQU010101911.1	225000	15	0.047947
(1348,1488)(88707,88851)(50000,100000)	JASDQU010101917.1	75000	142	0.230962
(312,641)(73462,73831)(50000,100000)	JASDQU010101930.1	75000	331	0.044228
(316,1624)(51795,96616)(50000,100000)	JASDQU010101931.1	75000	1310	0.025959
(1513,2126)(400000,400632)(400000,450000)	JASDQU010101944.1	425000	615	0.120418
(1048,1714)(73392,74104)(50000,100000)	JASDQU010101952.1	75000	668	0.434937
(122,413)(110198,110507)(100000,150000)	JASDQU010101958.1	125000	293	0.346702
(414,1466)(225945,227014)(200000,250000)	JASDQU010101958.1	225000	1054	0.583590
(420,3299)(283276,286232)(250000,300000)	JASDQU010101964.1	275000	2881	0.151482
(102,128)(146689,146715)(100000,150000)	JASDQU010101968.1	125000	28	0.047930
(129,150)(168093,168139)(150000,200000)	JASDQU010101968.1	175000	23	0.051234
(151,1345)(245243,247356)(200000,250000)	JASDQU010101968.1	225000	1196	0.217430
(1346,1993)(270776,274138)(250000,300000)	JASDQU010101968.1	275000	649	0.558192
(1994,2135)(314271,341892)(300000,350000)	JASDQU010101968.1	325000	143	0.213996
(2136,2236)(602247,602371)(600000,650000)	JASDQU010101968.1	625000	102	0.151430
(2237,4055)(712296,714169)(700000,750000)	JASDQU010101968.1	725000	1820	0.488573
(17,23)(261392,261399)(250000,300000)	JASDQU010101974.1	275000	8	0.093935
(24,475)(305467,305947)(300000,350000)	JASDQU010101974.1	325000	453	0.035431
(476,2313)(350410,353106)(350000,400000)	JASDQU010101974.1	375000	1839	0.542063
(254,371)(95132,95337)(50000,100000)	JASDQU010101980.1	75000	119	0.045446
(840,1894)(231603,248467)(200000,250000)	JASDQU010101985.1	225000	1056	0.160545
(1524,1624)(96270,96372)(50000,100000)	JASDQU010101990.1	75000	102	0.054189
(116,211)(307984,308088)(300000,350000)	JASDQU010101999.1	325000	97	0.025936
(212,3060)(407629,443265)(400000,450000)	JASDQU010101999.1	425000	2850	0.174717
(669,952)(249214,249782)(200000,250000)	JASDQU010102011.1	225000	285	0.048494
(953,1208)(502482,502771)(500000,550000)	JASDQU010102011.1	525000	257	0.224005
(25,33)(689664,689674)(650000,700000)	JASDQU010102014.1	675000	10	0.146614
(34,564)(729760,730293)(700000,750000)	JASDQU010102014.1	725000	532	0.087745
(565,692)(802049,802178)(800000,850000)	JASDQU010102014.1	825000	129	0.122051
(31,2443)(65653,83855)(50000,100000)	JASDQU010102017.1	75000	2414	0.142764
(494,1700)(347626,348873)(300000,350000)	JASDQU010102020.1	325000	1208	0.670633
(1701,5709)(372825,379705)(350000,400000)	JASDQU010102020.1	375000	4010	0.680776
(426,1188)(439036,439809)(400000,450000)	JASDQU010102025.1	425000	764	0.430306
(1189,1621)(454795,455233)(450000,500000)	JASDQU010102025.1	475000	434	0.227241
(1935,2033)(184542,184650)(150000,200000)	JASDQU010102027.1	175000	100	0.184680
(376,2460)(172196,184892)(150000,200000)	JASDQU010102033.1	175000	2086	0.729288
(4,1032)(126000,148176)(100000,150000)	JASDQU010102039.1	125000	1030	0.280875
(1033,4746)(153077,156851)(150000,200000)	JASDQU010102039.1	175000	3715	0.304407
(1419,1547)(97529,97718)(50000,100000)	JASDQU010102043.1	75000	130	0.183777
(284,1263)(351407,354087)(350000,400000)	JASDQU010102053.1	375000	981	0.181271
